"_id","_class","dailyGPSData__latitude","dailyGPSData__longitude","dailyGPSData__duration"
"30_10_2_2017","com.projectvision.healthapp.model.mongo.PatientGPSData","37.85697772172292","-122.2875748504038","1590531"
"","","37.85699132887345","-122.2877008303779","1851"
"","","37.85699132887345","-122.2877008303779","1931"
"","","37.85699132887345","-122.2877008303779","11011"
"","","37.85699132887345","-122.2877008303779","11091"
"","","37.85699132887345","-122.2877008303779","11171"
"","","37.85699132887345","-122.2877008303779","11251"
"","","37.85699132887345","-122.2877008303779","11331"
"","","37.85699132887345","-122.2877008303779","11411"
"","","37.85699132887345","-122.2877008303779","11491"
"","","37.85699132887345","-122.2877008303779","11571"
"","","37.85699132887345","-122.2877008303779","11651"
"","","37.85699132887345","-122.2877008303779","11731"
"","","37.85699132887345","-122.2877008303779","11811"
"","","37.85699132887345","-122.2877008303779","11891"
"","","37.85699132887345","-122.2877008303779","11971"
"","","37.85699132887345","-122.2877008303779","12051"
"","","37.85699132887345","-122.2877008303779","12131"
"","","37.85699132887345","-122.2877008303779","12211"
"","","37.85699132887345","-122.2877008303779","12291"
"","","37.85699132887345","-122.2877008303779","12371"
"","","37.85699132887345","-122.2877008303779","12451"
"","","37.85699132887345","-122.2877008303779","12531"
"","","37.85699132887345","-122.2877008303779","12611"
"","","37.85699132887345","-122.2877008303779","12691"
"","","37.85699132887345","-122.2877008303779","12771"
"","","37.85699132887345","-122.2877008303779","12851"
"","","37.85699132887345","-122.2877008303779","12931"
"","","37.85699132887345","-122.2877008303779","13011"
"","","37.85699132887345","-122.2877008303779","13091"
"","","37.85699132887345","-122.2877008303779","13171"
"","","37.85699132887345","-122.2877008303779","13251"
"","","37.85699132887345","-122.2877008303779","13331"
"","","37.85699132887345","-122.2877008303779","13411"
"","","37.85699132887345","-122.2877008303779","13491"
"","","37.85699132887345","-122.2877008303779","13571"
"","","37.85699132887345","-122.2877008303779","13651"
"","","37.85699132887345","-122.2877008303779","13731"
"","","37.85699132887345","-122.2877008303779","13811"
"","","37.85699132887345","-122.2877008303779","13891"
"","","37.85699132887345","-122.2877008303779","13971"
"","","37.85699132887345","-122.2877008303779","14051"
"","","37.85699132887345","-122.2877008303779","14131"
"","","37.85699132887345","-122.2877008303779","14211"
"","","37.85699132887345","-122.2877008303779","14291"
"","","37.85699132887345","-122.2877008303779","14371"
"","","37.85699132887345","-122.2877008303779","14451"
"","","37.85699132887345","-122.2877008303779","14531"
"","","37.85699132887345","-122.2877008303779","14611"
"","","37.85699132887345","-122.2877008303779","14691"
"","","37.85699132887345","-122.2877008303779","14771"
"","","37.85699132887345","-122.2877008303779","14851"
"","","37.85699132887345","-122.2877008303779","14931"
"","","37.85699132887345","-122.2877008303779","15011"
"","","37.85699132887345","-122.2877008303779","15091"
"","","37.85699132887345","-122.2877008303779","15171"
"","","37.85699132887345","-122.2877008303779","15251"
"","","37.85699132887345","-122.2877008303779","15331"
"","","37.85699132887345","-122.2877008303779","15411"
"","","37.85699132887345","-122.2877008303779","15491"
"","","37.85699132887345","-122.2877008303779","15571"
"","","37.85699132887345","-122.2877008303779","15651"
"","","37.85699132887345","-122.2877008303779","15731"
"","","37.85699132887345","-122.2877008303779","15811"
"","","37.85699132887345","-122.2877008303779","15891"
"","","37.85699132887345","-122.2877008303779","15971"
"","","37.85699132887345","-122.2877008303779","16051"
"","","37.85699132887345","-122.2877008303779","16131"
"","","37.85699132887345","-122.2877008303779","16211"
"","","37.85699132887345","-122.2877008303779","16291"
"","","37.85699132887345","-122.2877008303779","16371"
"","","37.85699132887345","-122.2877008303779","16451"
"","","37.85699132887345","-122.2877008303779","16531"
"","","37.85699132887345","-122.2877008303779","16611"
"","","37.85699132887345","-122.2877008303779","16691"
"","","37.85699132887345","-122.2877008303779","16771"
"","","37.85699132887345","-122.2877008303779","16851"
"","","37.85699132887345","-122.2877008303779","16931"
"","","37.85699132887345","-122.2877008303779","17011"
"","","37.85699132887345","-122.2877008303779","17091"
"","","37.85699132887345","-122.2877008303779","17171"
"","","37.85699132887345","-122.2877008303779","17251"
"","","37.85699132887345","-122.2877008303779","17331"
"","","37.85699132887345","-122.2877008303779","17411"
"","","37.85699132887345","-122.2877008303779","17491"
"","","37.85699132887345","-122.2877008303779","17571"
"","","37.85699132887345","-122.2877008303779","17651"
"","","37.85699132887345","-122.2877008303779","17731"
"","","37.85699132887345","-122.2877008303779","17811"
"","","37.85699132887345","-122.2877008303779","17891"
"","","37.85699132887345","-122.2877008303779","17971"
"","","37.85699132887345","-122.2877008303779","18051"
"","","37.85699132887345","-122.2877008303779","18131"
"","","37.85699132887345","-122.2877008303779","18211"
"","","37.85699132887345","-122.2877008303779","18291"
"","","37.85699132887345","-122.2877008303779","18371"
"","","37.85699132887345","-122.2877008303779","18451"
"","","37.85699132887345","-122.2877008303779","18531"
"","","37.85699132887345","-122.2877008303779","18611"
"","","37.85699132887345","-122.2877008303779","18691"
"","","37.85699132887345","-122.2877008303779","18771"
"","","37.85699132887345","-122.2877008303779","18851"
"","","37.85699132887345","-122.2877008303779","18931"
"","","37.85699132887345","-122.2877008303779","19011"
"","","37.85699132887345","-122.2877008303779","19091"
"","","37.85699132887345","-122.2877008303779","19171"
"","","37.85699132887345","-122.2877008303779","19251"
"","","37.85699132887345","-122.2877008303779","19331"
"","","37.85699132887345","-122.2877008303779","19411"
"","","37.85699132887345","-122.2877008303779","19491"
"","","37.85699132887345","-122.2877008303779","19571"
"","","37.85699132887345","-122.2877008303779","19651"
"","","37.85699132887345","-122.2877008303779","19731"
"","","37.85699132887345","-122.2877008303779","19811"
